"Nº INSCRIPCIÓN","DENOMINACIÓN SOCIAL","PROVINCIA","LOCALIDAD","CP","CLASE O GRADO","FECHA INSCRIPCIÓN"
19519,"SOCIEDAD COOPERATIVA DE VIVIENDAS ZURBARÁN","BADAJOZ","Badajoz","06003","Sociedades Cooperativas de Viviendas",16/03/73
20054,"SOCIEDAD COOPERATIVA DE VIVIENDAS EJERCITO DEL AIRE","BADAJOZ","Badajoz","06003","Sociedades Cooperativas de Viviendas",26/01/74
20214,"SOCIEDAD COOPERATIVA DE VIVIENDAS VIRGEN DEL SAGRARIO","BADAJOZ","Badajoz","06003","Sociedades Cooperativas de Viviendas",03/04/74
20907,"SOCIEDAD COOPERATIVA DE VIVIENDAS SAN CRISTOBAL","BADAJOZ","Badajoz","06003","Sociedades Cooperativas de Viviendas",06/05/75
21709,"SOCIEDAD COOPERATIVA PACENSE DE VIVIENDAS (COPA)","BADAJOZ","Badajoz","06003","Sociedades Cooperativas de Viviendas",18/05/76
21896,"SOCIEDAD COOPERATIVA DE VIVIENDAS DE DOCENTES DE BADAJOZ ""COVIDOBA""","BADAJOZ","Badajoz","06003","Sociedades Cooperativas de Viviendas",10/07/76
23311,"SOCIEDAD COOPERATIVA DE VIVIENDAS FRANCISCO PIZARRO","BADAJOZ","Badajoz","06003","Sociedades Cooperativas de Viviendas",09/01/78
24078,"SOCIEDAD COOPERATIVA DE VIVIENDAS GRUPO TELEFÓNICO","BADAJOZ","Badajoz","06003","Sociedades Cooperativas de Viviendas",22/07/78
"BA-042","SOCIEDAD COOPERATIVA LIMITADA DE VIVIENAS PERSONAL UNIVERSIDAD DE EXTREMADURA","BADAJOZ","Badajoz","06001","Sociedades Cooperativas de Viviendas",21/10/80
"BA-093","SOCIEDAD COOPERATIVA LIMITADA SAN ROQUE DE BADAJOZ","BADAJOZ","Badajoz","06001","Sociedades Cooperativas de Viviendas",21/12/81
"BA-157","SOCIEDAD COOPERATIVA LIMITADA DE VIVIENDAS SAN MARCOS DE BADAJOZ","BADAJOZ","Badajoz","06003","Sociedades Cooperativas de Viviendas",16/06/83
"EXT-1158","RESIDENCIAL CONQUISTADORES, SOCIEDAD COOPERATIVA","BADAJOZ","Badajoz","06011","Sociedades Cooperativas de Viviendas",12/01/18
"EXT-1201","RESIDENCIAL DESCUBRIDORES, SOCIEDAD COOPERATIVA","BADAJOZ","Badajoz","06011","Sociedades Cooperativas de Viviendas",25/03/19
"EXT-606","SOCIEDAD COOPERATIVA MATAQUINTEROS","BADAJOZ","Balboa","06195","Sociedades Cooperativas Agrarias",28/09/88
25059,"SOCIEDAD COOPERATIVA DE VIVIENDAS VASCO NUÑEZ DE BALBOA","BADAJOZ","Balboa","06195","Sociedades Cooperativas de Viviendas",11/01/80
23842,"SOCIEDAD COOPERATIVA VIRGEN DE BARBAÑO","BADAJOZ","Barbaño","06499","Sociedades Cooperativas de Viviendas",26/05/78
"EXT-255","S. COOP. ALCARRACHE DE BARCARROTA","BADAJOZ","Barcarrota","06160","Sociedades Cooperativas Agrarias",04/02/92
"EXT-545","JAEMBA, S. COOP. LTDA.","BADAJOZ","Barcarrota","06160","Sociedades Cooperativas Agrarias",15/12/00
"EXT-638","LA BENEFICA, S. COOP. LTDA.","BADAJOZ","Barcarrota","06160","Sociedades Cooperativas Agrarias",03/12/53
"EXT-849","TERNERA SUROESTE DE EXTREMADURA, SOCIEDAD COOPERATIVA","BADAJOZ","Barcarrota","06160","Sociedades Cooperativas Agrarias",09/10/09
"EXT-467","SAN ANDRES DE BATERNO, S. COOP. LTDA.","BADAJOZ","Baterno","06659","Sociedades Cooperativas Agrarias",18/09/92
"06/BA-652","TRES VILLAS,S. COOP.","BADAJOZ","Berlanga","06930","Sociedades Cooperativas Agrarias",05/10/94
"EXT-311","AGRIBER DE BERLANGA, S. COOP.","BADAJOZ","Berlanga","06930","Sociedades Cooperativas Agrarias",31/07/06
"EXT-651","MARMOLEJO S. COOP. LTDA.","BADAJOZ","Berlanga","06930","Sociedades Cooperativas Agrarias",07/08/00
"EXT-877","UNIÓN DE AGRICULTORES DE BERLANGA, SOCIEDAD COOPERATIVA","BADAJOZ","Berlanga","06930","Sociedades Cooperativas Agroalimentarias",03/05/10
6747,"COOPERATIVA CAJA RURAL DE AHORROS Y PRÉSTAMOS DE BIENVENIDA","BADAJOZ","Bienvenida","06250","Sociedades Cooperativas Agrarias",26/03/55
"EXT-395","COOPERATIVA AGRICOLA Y GANADERA SAN ISIDRO DE BIENVENIDA, S. COOP.","BADAJOZ","Bienvenida","06250","Sociedades Cooperativas Agrarias",11/10/94
"EXT-457","NUESTRA SEÑORA DE LOS MILAGROS DE BIENVENIDA, SOCIEDAD COOPERATIVA","BADAJOZ","Bienvenida","06250","Sociedades Cooperativas Agrarias",08/02/95
"06/BA-618","COBOEX, S. COOP. LTDA.","BADAJOZ","Bodonal de la Sierra","06394","Sociedades Cooperativas de Trabajo Asociado",17/01/94
25042,"SOCIEDAD COOPERATIVA INDUSTRIAL DE CONFECCIÓN LA BELLOTOSA","BADAJOZ","Bodonal de la Sierra","06394","Sociedades Cooperativas de Trabajo Asociado",24/07/79
"EXT-214","REMOLQUES CRUZ, S. COOP.","BADAJOZ","Bodonal de la Sierra","06394","Sociedades Cooperativas de Trabajo Asociado",13/07/98
"06/BA-599","CESUREX, S. COOP.","BADAJOZ","Burguillos del Cerro","06370","Sociedades Cooperativas Agrarias",02/09/93
5341,"COOPERATIVA AGRÍCOLA Y CAJA RURAL DE CRÉDITO","BADAJOZ","Burguillos del Cerro","06293","Sociedades Cooperativas Agrarias",25/10/50
"EXT-211","SOCIEDAD COOPERATIVA SAN GREGORIO","BADAJOZ","Burguillos del Cerro","06370","Sociedades Cooperativas Agrarias",14/11/85
"06/BA-519","SOCIEDAD COOPERATIVA BURGUILLANA DE CARPINTERIA BURCAR, S. COOP.","BADAJOZ","Burguillos del Cerro","06293","Sociedades Cooperativas de Trabajo Asociado",10/03/92
"BA-237","SANTA MARÍA DE LA ENCINA, S. COOP. LTDA.","BADAJOZ","Burguillos del Cerro","06293","Sociedades Cooperativas de Trabajo Asociado",23/07/85
"EXT-715","EXTREMADURA GESTIÓN SOCIEDAD COOPERATIVA","BADAJOZ","Burguillos del Cerro","06370","Sociedades Cooperativas de Trabajo Asociado",23/05/96
"06/BA-527","SOCIEDAD COOPERATIVA LACTEA NUESTRA SEÑORA DE BELEN","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas Agrarias",31/03/92
"EXT-718","SOCIEDAD COOPERATIVA OLIVARERA CABEZA DEL BUEY","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas Agrarias",13/03/91
"EXT-046","ALANSER, S. COOP. LTDA.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas Agroalimentarias",30/05/83
"EXT-239","NUESTRA SEÑORA DE BELEN S. COOP.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Consumidores y Usuarios",27/03/80
"06/BA-506","MATADERO FRIGORÍFICO GENERAL DE EXTREMADURA, S. COOP. LTDA.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",15/01/92
"06/BA-624","AGRUPINCA, S. COOP.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",28/02/94
"BA-139","CONSO CONFECCIONES DEL SUROESTE, S. COOP. LTDA.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",28/10/82
"BA-191","CONFECCIONES EXTREMEÑAS, S. COOP. LTDA.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",08/05/84
"BA-228","CALZADOS CABEZA DEL BUEY, S. COOP. LTDA.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",06/03/85
"BA-254","SOCIEDAD COOPERATIVA LIMITADA AVÍCOLA EXTREMEÑA","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",03/02/86
"EXT-175","CONUSAR S. COOP. LTDA.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",18/09/84
"EXT-225","I.C.B. INDUSTRIAL CABEZA DEL BUEY, S. COOP.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",25/05/05
"EXT-354","S. COOP. NUESTRA SEÑORA DE BELÉN","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",11/06/77
"EXT-448","CAPUTBOVENSE S. COOP.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",10/08/89
"EXT-547","CONFECCIONES LA SERENA, S. COOP.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",09/06/75
"EXT-566","SOCIEDAD COOPERATIVA LIMITADA LA UNIDAD OBRERA NATAL","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",29/10/91
"EXT-580","EXTREMEÑA DE GIMNASIA, S. COOP. LTDA.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",12/03/82
"EXT-592","CONSTRUCCIONES CABEZA DEL BUEY, S. COOP.","BADAJOZ","Cabeza del Buey","06600","Sociedades Cooperativas de Trabajo Asociado",07/04/86
"EXT-426","SOCIEDAD COOPERATIVA LIMITADA AGRICOLA TORDOYA","BADAJOZ","Cabeza la Vaca","06293","Sociedades Cooperativas Agrarias",31/03/00
"EXT-484","ARTESANÍA EXTREMEÑA DE TENTUDÍA, S. COOP. LTDA.","BADAJOZ","Cabeza la Vaca","06293","Sociedades Cooperativas de Trabajo Asociado",03/03/00
"EXT-1072","LA HACIENDA S. COOP. ESPECIAL","BADAJOZ","Calamonte","06810","Sociedades Cooperativas Agrarias",23/04/15
"EXT-1014","ELECTRICIDAD 80, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Calamonte","06810","Sociedades Cooperativas de Trabajo Asociado",07/11/13
"EXT-1015","CARNICERIA Y CHARCUTERIA SAN JOSE, S.C.E, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Calamonte","06810","Sociedades Cooperativas de Trabajo Asociado",07/11/13
"EXT-1170","MORUHA LOGISTIC SERVICES, SOCIEDAD COOPERATIVA","BADAJOZ","Calamonte","06810","Sociedades Cooperativas de Trabajo Asociado",27/04/18
"EXT-235","JAMMIN SOCIEDAD COOPERATIVA","BADAJOZ","Calamonte","06810","Sociedades Cooperativas de Trabajo Asociado",10/01/95
"EXT-303","GESTOR.EX. S. COOP.","BADAJOZ","Calamonte","06810","Sociedades Cooperativas de Trabajo Asociado",26/02/03
"EXT-437","FAMYMAR, SOCIEDAD COOPERATIVA","BADAJOZ","Calamonte","06810","Sociedades Cooperativas de Trabajo Asociado",20/05/99
"SMT-976","CONSTRUCCIONES CALAMONTE, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","Calamonte","06810","Sociedades Cooperativas de Trabajo Asociado",20/01/87
"EXT-1051","COOPERATIVA DE CABRAS SIERRA DE TENTUDIA, S. COOP.","BADAJOZ","Calera de Leon","06292","Sociedades Cooperativas Agrarias",19/12/94
"EXT-459","S. COOP. LTDA. AGRÍCOLA-GANADERA AL-KASERA","BADAJOZ","Calera de Leon","06292","Sociedades Cooperativas Agroalimentarias",26/07/82
"06/BA-438","SOCIEDAD COOPERATIVA DE SALAZONES Y EMBUTIDOS SIERRA MORENA","BADAJOZ","Calera de Leon","06292","Sociedades Cooperativas de Trabajo Asociado",21/05/90
"EXT-621","SOCIEDAD COOPERATIVA LIMITADA DE CONFECCION NUESTRA SEÑORA DE TENTUDIA","BADAJOZ","Calera de Leon","06292","Sociedades Cooperativas de Trabajo Asociado",22/07/80
"EXT-453","COOPERATIVA AGRÍCOLA NUESTRA SEÑORA DE LA ENCARNACIÓN DE CALZADILLA DE LOS BARROS S. COOP.","BADAJOZ","Calzadilla de los Barros","06249","Sociedades Cooperativas Agrarias",19/11/98
"EXT-913","NATURSER, S. COOP. ESPECIAL","BADAJOZ","Campanario","06460","Cooperación y Colaboración Empresarial",06/04/11
"EXT-485","SOCIEDAD COOPERATIVA LA ENCINA","BADAJOZ","Campanario","06460","Sociedades Cooperativas Agrarias",28/03/84
"EXT-590","SOCIEDAD COOPERATIVA NTRA. SRA. DE PIEDRAESCRITA","BADAJOZ","Campanario","06460","Sociedades Cooperativas Agrarias",05/07/74
"BA-051","JIMBAR, S. COOP. LTDA.","BADAJOZ","Campanario","06460","Sociedades Cooperativas de Trabajo Asociado",02/12/80
"EXT-318","S. COOP. LTDA. DE LA ENSEÑANZA DE LA CONDUCCION RODESGAL","BADAJOZ","Campanario","06460","Sociedades Cooperativas de Trabajo Asociado",30/05/83
"EXT-568","SOCIEDAD COOPERATIVA LOS MELONARES","BADAJOZ","Campillo de Llerena","06443","Sociedades Cooperativas Agrarias",13/09/95
"EXT-1275","LEÑAS Y CORCHOS, S. COOP. ESPECIAL","BADAJOZ","Carmonita","06488","Sociedades Cooperativas de Trabajo Asociado",11/01/22
"EXT-846","SOCIEDAD COOPERATIVA VIRGEN DE LOS REMEDIOS","BADAJOZ","Casas de Don Pedro","06770","Sociedades Cooperativas Agrarias",12/06/78
"06/BA-354","VIRVEGA, S. COOP. DE CONFECCIÓN LTDA.","BADAJOZ","Casas de Don Pedro","06770","Sociedades Cooperativas de Trabajo Asociado",24/01/89
22213,"SOCIEDAD COOPERATIVA VIRGEN DE LOS REMEDIOS COVIRCA","BADAJOZ","Casas de Don Pedro","06770","Sociedades Cooperativas de Trabajo Asociado",11/11/76
"EX-1283","PUBLICIDAD Y DISEÑO EXPRÉS, S. COOP. ESPECIAL","BADAJOZ","Casas de Don Pedro","06770","Sociedades Cooperativas de Trabajo Asociado",17/05/22
"EXT-1250","SIBERIA CATERING, S. COOP. ESPECIAL","BADAJOZ","Casas de Don Pedro","06770","Sociedades Cooperativas de Trabajo Asociado",14/09/20
"EXT-1254","OENO, S. COOP. ESPECIAL","BADAJOZ","Casas de Don Pedro","06770","Sociedades Cooperativas de Trabajo Asociado",03/12/20
"EXT-404","COEXATE COOPERATIVA EXTREMEÑA DE AYUDA A LA TERCERA EDAD, S. COOP.","BADAJOZ","Casas de Don Pedro","06770","Sociedades Cooperativas de Trabajo Asociado",16/02/01
"EXT-1223","ALFER, S. COOP. JUVENIL","BADAJOZ","Casas de Don Pedro","06770","Sociedades Cooperativas Juveniles",11/09/19
"EXT-900","LAS VILLAS HERMANAS, SOCIEDAD COOPERATIVA","BADAJOZ","Casas de Reina","06960","Sociedades Cooperativas Agrarias",13/12/10
"BA-312","COOPERATIVA LECHERA DE CASTILBLANCO, S. COOP. LTDA.","BADAJOZ","Castilblanco","06680","Sociedades Cooperativas Agrarias",15/12/86
"EXT-450","SOCIEDAD COOPERATIVA OLIVARERA SAN CRISTOBAL MÁRTIR","BADAJOZ","Castilblanco","06680","Sociedades Cooperativas Agrarias",05/10/61
23123,"SOCIEDAD COOPERATIVA LA CONCORDIA","BADAJOZ","Castilblanco","06680","Sociedades Cooperativas de Consumidores y Usuarios",30/09/77
"EXT-770","LAS MESILLAS, S. COOP. LTDA.","BADAJOZ","Castilblanco","06680","Sociedades Cooperativas de Consumidores y Usuarios",04/03/87
"BA-140","SOCIEDAD COOPERATIVA LIMITADA EL CONCEJO","BADAJOZ","Castilblanco","06680","Sociedades Cooperativas de Trabajo Asociado",17/11/82
"EXT-146","SOCIEDAD COOPERATIVA TEXTIL CANDELARIA","BADAJOZ","Castilblanco","06680","Sociedades Cooperativas de Trabajo Asociado",18/09/98
17496,"COOPERATIVA GANADERO-LECHERA LA SERENA","BADAJOZ","Castuera","06420","Sociedades Cooperativas Agrarias",22/12/69
"EXT-220","SOCIEDAD COOPERATIVA VITIVINICOLA SAN JUAN DE CASTUERA","BADAJOZ","Castuera","06420","Sociedades Cooperativas Agrarias",24/06/63
"EXT-339","SOCIEDAD COOPERATIVA LIMITADA COMARCAL AGRÍCOLA GANADERA DE CASTUERA","BADAJOZ","Castuera","06420","Sociedades Cooperativas Agrarias",16/03/81
"EXT-478","SOCIEDAD COOPERATIVA IBÉRICOS LOS TARINES","BADAJOZ","Castuera","06420","Sociedades Cooperativas Agrarias",05/03/07
"06/BA-381","CINDECA, S. COOP. LTDA.","BADAJOZ","Castuera","06420","Sociedades Cooperativas de Trabajo Asociado",17/08/89
"06/BA-396","DISTUEX, S. COOP. LTDA.","BADAJOZ","Castuera","06420","Sociedades Cooperativas de Trabajo Asociado",18/10/89
"06/BA-398","TUDECA, S. COOP. LTDA.","BADAJOZ","Castuera","06420","Sociedades Cooperativas de Trabajo Asociado",18/10/89
"06/BA-501","ACUARIO DEL ZUJAR, S. COOP.","BADAJOZ","Castuera","06420","Sociedades Cooperativas de Trabajo Asociado",25/10/91
"06/BA-615","CONSTRUCCIONES CAZADON, S. COOP.","BADAJOZ","Castuera","06420","Sociedades Cooperativas de Trabajo Asociado",30/11/93
20331,"COOPERATIVA COVHIFER, S. COOP.","BADAJOZ","Castuera","06420","Sociedades Cooperativas de Trabajo Asociado",08/06/74
"EXT-281","PASTELERA EXTREMEÑA, S. COOP. LTDA.","BADAJOZ","Castuera","06420","Sociedades Cooperativas de Trabajo Asociado",17/08/89
"EXT-954","CENTRO DE JARDINERIA LA SERENA, S. COOP. ESPECIAL","BADAJOZ","Castuera","06420","Sociedades Cooperativas de Trabajo Asociado",08/05/12
"EXT-1108","DIANOIA, S. COOP. ESPECIAL","BADAJOZ","Codosera (La)","06518","Sociedades Cooperativas de Trabajo Asociado",15/06/16
24740,"SOCIEDAD COOPERATIVA AGRICOLA CONQUISTADORES","BADAJOZ","Conquista del Guadiana","06410","Sociedades Cooperativas Agrarias",21/02/79
"EXT-229","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO ""EL LÁCARA""","BADAJOZ","Cordobilla de Lacara","06487","Sociedades Cooperativas Agroalimentarias",22/06/84
"BA-344","SOCIEDAD COOPERATIVA LIMITADA TEXTIL LOS SANTITOS","BADAJOZ","Cordobilla de Lacara","06487","Sociedades Cooperativas de Trabajo Asociado",06/05/88
"06/BA-608","SOCIEDAD COOPERATIVA AGROALIMENTARIA ROSAL","BADAJOZ","Coronada (La)","06469","Sociedades Cooperativas Agrarias",04/11/93
"BA-092","SOCIEDAD COOPERATIVA LIMITADA LA CORONELA","BADAJOZ","Coronada (La)","06469","Sociedades Cooperativas Agrarias",21/12/81
22441,"SOCIEDAD COOPERATIVA SAN BARTOLOME","BADAJOZ","Coronada (La)","06469","Sociedades Cooperativas de Consumidores y Usuarios",02/02/77
"06/BA-009","LA EXTREMEÑA DE LA CORONADA, S. COOP. LTDA.","BADAJOZ","Coronada (La)","06469","Sociedades Cooperativas de Trabajo Asociado",19/01/88
"06/BA-372","NAVACERRADA, S. COOP. LTDA.","BADAJOZ","Coronada (La)","06469","Sociedades Cooperativas de Trabajo Asociado",26/07/89
"BA-035","NUESTRA SEÑORA DEL ZÚJAR, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","Coronada (La)","06469","Sociedades Cooperativas de Trabajo Asociado",20/08/80
"BA-288","DISEÑO, S. COOP. LTDA.","BADAJOZ","Coronada (La)","06469","Sociedades Cooperativas de Trabajo Asociado",14/07/86
"EXT-192","S. COOP. SANTA MARÍA EGIPCIACA","BADAJOZ","Corte de Peleas","06196","Sociedades Cooperativas Agroalimentarias",03/02/78
"EXT-253","SOCIEDAD COOPERATIVA ACEITUNERA SAN JOSÉ DE CORTE DE PELEAS","BADAJOZ","Corte de Peleas","06196","Sociedades Cooperativas Agroalimentarias",17/06/91
"EXT-524","SOCIEDAD COOPERATIVA LIMITADA SAN SEBASTIÁN DE CRISTINA","BADAJOZ","Cristina","06479","Sociedades Cooperativas Agrarias",30/09/85
"06/BA-044","JAMI, S. COOP.","BADAJOZ","Cristina","06479","Sociedades Cooperativas de Trabajo Asociado",18/08/88
"EXT-822","SOCIEDAD COOPERATIVA DE SERVICIOS SAN CRISTOBAL","BADAJOZ","Docenario","06439","Sociedades Cooperativas Agrarias",04/06/79
"EXT-1191","SEYDA, S. COOP. ESPECIAL","BADAJOZ","Don Alvaro","06820","Sociedades Cooperativas de Trabajo Asociado",23/10/18
"EXT-1239","GATAMUSA, S. COOP. ESPECIAL","BADAJOZ","Don Alvaro","06820","Sociedades Cooperativas de Trabajo Asociado",20/02/20
"EXT-1248","CLÍNICA PODOLÓGICA VITALPIE, S. COOP. ESPECIAL","BADAJOZ","Don Alvaro","06820","Sociedades Cooperativas de Trabajo Asociado",10/08/20
"EXT-799","SERVICIOS Y COMERCIALIZACIÓN, S. COOP. ESPECIAL","BADAJOZ","Don Benito","06400","Cooperación y Colaboración Empresarial",18/12/08
"BA-026","SOCIEDAD COOPERATIVA LIMITADA SAN ISIDRO DE DON BENITO","BADAJOZ","Don Benito","06400","Sociedades Cooperativas Agrarias",30/05/80
"EXT-021","SUMIFRUT, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","Don Benito","06400","Sociedades Cooperativas Agrarias",05/07/94
"EXT-054","SOCIEDAD COOPERATIVA LIMITADA DE CULTIVADORES DE ARROZ DEL GUADIANA","BADAJOZ","Don Benito","06400","Sociedades Cooperativas Agrarias",22/10/02
"EXT-101","PRONAT, S. COOP.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas Agrarias",25/06/04
"EXT-145","COOPERATIVA OLIVARERA NUESTRA SEÑORA DE LAS CRUCES DE DON BENITO, S. COOP.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas Agrarias",27/07/60
"EXT-372","SOCIEDAD COOPERATIVA SINDICAL LIMITADA DE REGANTES DE LAS VEGAS ALTAS DEL GUADIANA","BADAJOZ","Don Benito","06400","Sociedades Cooperativas Agrarias",28/06/54
"EXT-752","SOCIEDAD COOPERATIVA LIMITADA AGRICOLA-GANADERA DE DON BENITO Y COMARCA","BADAJOZ","Don Benito","06400","Sociedades Cooperativas Agrarias",23/04/80
"EXT-108","AGROCAM, SOCIEDAD COOPERATIVA","BADAJOZ","Don Benito","06400","Sociedades Cooperativas Agroalimentarias",10/07/95
"EXT-544","SIERRA DE LAS CRUCES, S. COOP.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas Agroalimentarias",17/02/93
"BA-059","COESMA, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Enseñanza",16/02/81
"06/BA-357","DELTEX, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",02/02/89
"06/BA-596","AMBULANCIAS DON BENITO VILLANUEVA, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",11/08/93
"BA-008","COOPAL, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",25/01/80
"BA-056","UNIÓN BOLSERA EXTREMEÑA, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",02/02/81
"BA-058","IMPRENTA TREJO, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",03/02/81
"BA-081","MIREX, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",06/08/81
"BA-144","COOPERATIVA CONSTRUCTORA DONVI, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",27/12/82
"BA-162","COLIEX, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",21/07/83
"BA-295","ASE, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",25/08/86
"BA-301","ESCUELA INFANTIL ACUARELA, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",30/09/86
"BA-305","ACREX, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",03/11/86
"EXT-1118","PUNTADA A PUNTADA, S. COOP. ESPECIAL","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",12/08/16
"EXT-1128","SERVICIOS VENTAS INTEGRALES A EMPRESAS, SOCIEDAD COOPERATIVA","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",25/10/16
"EXT-244","SOCIEDAD COOPERATIVA LIMITADA DE ELECTRICIDAD DE EXTREMADURA","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",29/03/82
"EXT-301","CONSTRUCCIONES VEGAS ALTAS DE DON BENITO, SOCIEDAD COOPERATIVA","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",01/02/00
"EXT-408","PINTURAS HERMU, S. COOP.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",07/10/92
"EXT-428","CRISTALERIAS DON BENITO, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",13/03/84
"EXT-527","COMEDOM, S. COOP. LTDA.","BADAJOZ","Don Benito","06400","Sociedades Cooperativas de Trabajo Asociado",04/01/93
